Date,Salesperson,Customer Name,C    ar Make,Car Model,Car Year,Sale Price,Commission Rate,Commission Earned
4/7/2023,Deborah Diaz,Melissa Kane,Honda,Altima,2013,32631,0.07440467954415375,2427.9
4/25/2023,Christopher Gonzalez,Matthew Madden,Toyota,Silverado,2022,47905,0.13522471033221284,6477.94
11/10/2022,Michelle Francis,William Rice,Honda,Altima,2015,13180,0.12641773282996382,1666.19
10/19/2022,Kimberly Oconnor,Paul Moore,Chevrolet,Civic,2017,41268,0.05867077189141772,2421.23
3/5/2023,Kelly Park,Trevor Spencer,Toyota,Silverado,2010,39447,0.07377788531955248,2910.32
11/15/2022,Joyce Payne,Jessica Green,Toyota,F-150,2010,21044,0.12744540068604315,2681.96
4/18/2023,Steven Holloway,Isaac Spence,Chevrolet,Civic,2015,30157,0.12317691178874719,3714.65
5/10/2022,Jennifer Bentley,Jeffrey Dillon,Toyota,Civic,2020,15756,0.058559561716054975,922.66
10/17/2022,Gary Prince,Jeffrey Morales,Honda,Civic,2018,49685,0.12922301804616546,6420.45
11/27/2022,Diana Walker,John Wilson,Toyota,Silverado,2010,41104,0.10198265657672656,4191.9
7/1/2022,Gregory Mckenzie,Sharon Ruiz,Nissan,Corolla,2010,38655,0.14618709230468335,5650.86
3/24/2023,Anne Hernandez,Beverly Jarvis,Honda,Corolla,2012,25978,0.1326906232616666,3447.04
8/25/2022,Hannah Campbell,Ronald Lynn,Nissan,Corolla,2014,43793,0.09651154144277574,4226.53
8/4/2022,Erin Gutierrez,Daniel Stevens,Nissan,Corolla,2014,35108,0.12228441234013616,4293.16
12/6/2022,Ashley Nelson,Harold Rocha,Chevrolet,Silverado,2015,49167,0.06019738972354832,2959.73
3/13/2023,Troy Aguirre,Michael Bishop,Chevrolet,Corolla,2011,25232,0.08322314328119236,2099.89
5/24/2022,John Olson,Tyler Ellis,Nissan,F-150,2014,17088,0.07405899684474163,1265.52
5/18/2022,Shelly Holmes,Mark Barnett,Nissan,Civic,2018,10365,0.05649012204242853,585.52
12/17/2022,Jennifer Smith,Sara Schroeder,Ford,Civic,2017,12036,0.13163430612256966,1584.35
11/14/2022,Jeffrey Daniels,Chad Mendoza,Chevrolet,Silverado,2020,20547,0.050882762738973276,1045.49
2/27/2023,Mark Stephens,Jenny Gilbert,Ford,Altima,2022,22093,0.12648708684699905,2794.48
11/29/2022,Victor Rodriguez,Brandy Sutton,Honda,Altima,2010,44386,0.08532262174256101,3787.13
11/28/2022,Allen Padilla,Jennifer Bennett,Ford,Corolla,2020,47403,0.0797117108751312,3778.57
1/3/2023,Willie Hubbard,Riley Freeman,Chevrolet,Civic,2016,12889,0.10164623346816934,1310.12
10/13/2022,Alexis Clark,Katie Green,Nissan,Corolla,2022,37245,0.11364652325128351,4232.76
6/6/2022,Kenneth Stone,Shari Richards,Toyota,Altima,2012,10204,0.09082138843610396,926.74
5/18/2022,Kelly Hanson,Michael Carr,Ford,Silverado,2015,18257,0.10543454204779282,1924.92
8/29/2022,Michelle Roth,Bradley Lewis,Nissan,Corolla,2014,32838,0.08592234931604303,2821.52
3/1/2023,Debra Mendez,Laura Williams,Honda,Civic,2011,15112,0.11265015394373201,1702.37
4/4/2023,Jamie Snow,Karina Clark,Nissan,Silverado,2013,45955,0.07104435833709927,3264.84
5/26/2022,Nicole Johnson,John Barker,Nissan,F-150,2016,32019,0.07643105786636077,2447.25
9/1/2022,Mr. Vincent Olson DVM,Emily Klein,Ford,Silverado,2010,43855,0.07303030945298752,3202.74
12/15/2022,Katie Johnson,Brooke Parker,Honda,Silverado,2015,40703,0.11746286499572704,4781.09
10/5/2022,Lori Chase,Troy Wallace,Honda,F-150,2014,13128,0.10316644831977212,1354.37
12/13/2022,Cassandra Smith,Patricia Gonzalez,Ford,Altima,2018,44681,0.1407166036638806,6287.36
2/5/2023,Tina Patterson,Kelly Mcmillan,Chevrolet,Corolla,2011,11126,0.07353712350190668,818.17
4/10/2023,Amanda Smith,Lawrence Cannon,Ford,Civic,2012,16610,0.0938558473376771,1558.95
3/24/2023,Andrea Howell,Shannon Carter,Chevrolet,Corolla,2016,40410,0.13206136932260204,5336.6
7/16/2022,Rebecca Munoz,Jennifer Barton,Nissan,Silverado,2020,27774,0.10411493191223524,2891.69
11/18/2022,Sheila Thompson,Peter Conner,Honda,Corolla,2020,47694,0.07280148826037156,3472.19
8/22/2022,Patrick Harmon,Kevin Dawson,Toyota,Altima,2019,39263,0.1310023555922865,5143.55
11/6/2022,Earl Farrell,Antonio Allen,Chevrolet,F-150,2021,43075,0.11181452801902217,4816.41
9/10/2022,Adam Cook,Justin Graves,Honda,Altima,2013,25142,0.09285933017191556,2334.67
6/2/2022,Daniel Atkins,Emily Wilson,Ford,Civic,2012,33182,0.09344489296387964,3100.69
4/8/2023,Anthony Peters,Michael Wells,Honda,Corolla,2022,16819,0.13094611160618774,2202.38
10/10/2022,Christine Jones,Christopher Castillo,Nissan,Altima,2020,27194,0.08066087955516303,2193.49
12/31/2022,Brittany Armstrong,Kevin Meyer,Nissan,F-150,2014,24168,0.12843855086308656,3104.1
11/30/2022,Jessica Mckenzie,Tanya Walker,Nissan,F-150,2018,21726,0.12961517375784393,2816.02
10/14/2022,Matthew Ruiz,Gregory Bowman,Ford,Civic,2013,23351,0.09417951106620745,2199.19
10/11/2022,Julia Williams,Curtis Martin,Ford,Corolla,2013,49270,0.051257462576424086,2525.46
8/15/2022,Curtis Booker,Jeffery Nguyen,Toyota,F-150,2014,26117,0.1002553646115224,2618.37
5/19/2022,Devon Vasquez,Debbie Wheeler,Honda,Civic,2017,26958,0.08049112642003173,2169.88
10/1/2022,Katrina Clark,Ashley Lopez,Honda,Altima,2021,48210,0.10951166885829941,5279.56
7/26/2022,Melissa Powers,Zoe Mata,Nissan,Civic,2013,16331,0.12352238915885691,2017.24
3/8/2023,Andrew Mahoney,Monique Carter,Nissan,F-150,2017,12826,0.10312419223057889,1322.67
5/31/2022,Lisa Poole,Kristina Wells,Nissan,Silverado,2010,16885,0.12812767038102452,2163.44
10/25/2022,Courtney Pope,Ashley Hunter,Toyota,Civic,2011,16072,0.11414823167750655,1834.59
4/26/2023,Jonathon Allison,Courtney Barnes,Toyota,Altima,2015,46834,0.07785452761942137,3646.24
2/16/2023,Theresa Simmons,Shannon Lopez,Chevrolet,Corolla,2014,39024,0.11440840052776385,4464.67
8/4/2022,Robert Gregory,Mark Long,Honda,Civic,2012,14924,0.051954457922671254,775.37
4/9/2023,Amanda Moore,Samuel Barry,Toyota,Silverado,2021,12582,0.050446000785992595,634.71
8/3/2022,Michael Peterson,William Rocha,Nissan,Silverado,2013,23596,0.13941976816706442,3289.75
5/12/2022,Joshua Thornton,Kenneth Costa,Chevrolet,Altima,2020,30848,0.0949847821291551,2930.09
12/16/2022,Shelly Mason,Austin Garcia,Ford,Civic,2019,32209,0.1313441280196413,4230.46
2/23/2023,Daniel Crane,Matthew Yang,Honda,Altima,2011,15434,0.07943073535676584,1225.93
10/2/2022,Emily Sullivan DDS,Christine Flores,Nissan,Civic,2020,48497,0.10360499588758965,5024.53
7/11/2022,Marvin Jones,Matthew Norton,Ford,Silverado,2011,22993,0.1493353686770802,3433.67
2/6/2023,Christopher Newman,Christine Crawford,Nissan,Civic,2012,15313,0.08478344122947269,1298.29
3/9/2023,Scott Dawson,Nicole Chase,Chevrolet,F-150,2011,42435,0.09137526392922551,3877.51
6/2/2022,Jonathan Williams,Michelle Brooks,Nissan,Silverado,2016,28864,0.08647666168777449,2496.06
8/18/2022,Robert Beck,John Savage,Nissan,Civic,2011,17348,0.11746890836192045,2037.85
2/21/2023,Eric Warren,Victor Allen,Nissan,Corolla,2018,39871,0.08953238099752513,3569.75
4/11/2023,Amy Chandler,Christopher Willis,Toyota,Altima,2012,35200,0.08621266368246702,3034.69
1/3/2023,Kimberly Tanner,Katrina Davis PhD,Chevrolet,F-150,2016,26432,0.05003166939588216,1322.44
1/29/2023,Diana Miller,Justin Johnson,Honda,F-150,2016,25687,0.0743626036970554,1910.15
1/18/2023,Adam Yu,Alison Smith,Toyota,Altima,2018,25856,0.10956628685687002,2832.95
8/11/2022,Alexander Park,Emma Reeves,Honda,Civic,2015,18620,0.07823667407368129,1456.77
9/4/2022,Bryce Norman,Jonathan Williams,Honda,Altima,2020,19623,0.06226718953166454,1221.87
10/1/2022,Christian Francis,Shelby Norton,Chevrolet,Silverado,2021,22261,0.1119831103408746,2492.86
7/17/2022,Angela Cardenas,Joshua Lewis,Nissan,Silverado,2016,20081,0.12567337107178522,2523.65
6/18/2022,Hannah Dixon,Joseph Nelson,Honda,Corolla,2021,39624,0.09529243553937626,3775.87
11/4/2022,Anthony Grimes,Richard Small,Toyota,Silverado,2017,29529,0.10690886342421405,3156.91
9/2/2022,Joshua Romero,Heidi Green,Nissan,Corolla,2018,16663,0.08078906382859967,1346.19
7/20/2022,Abigail Mitchell,Rebecca Ryan,Nissan,Corolla,2011,49604,0.14779289829572495,7331.12
5/4/2022,Michael Hutchinson,David Parker,Toyota,Civic,2013,39811,0.07867310330000825,3132.05
8/7/2022,Randy Grant,Andrea Roth,Toyota,Silverado,2014,35072,0.05263640230084132,1846.06
11/10/2022,Noah Miller,Amanda Jennings,Nissan,Civic,2020,36817,0.09060362685195124,3335.75
11/3/2022,Holly Rogers,Emily Ball,Toyota,Altima,2018,26437,0.08803942524481642,2327.5
4/20/2023,William Moon,Matthew Strong,Honda,F-150,2021,38055,0.11062354239376715,4209.78
12/28/2022,Jonathan Williams,Neil Steele,Nissan,Corolla,2012,40793,0.0948777806050621,3870.35
4/14/2023,James Thompson,Trevor Bates,Honda,Civic,2012,45645,0.08020006028417544,3660.73
4/16/2023,Jonathan Reese,Angela Miranda,Honda,Silverado,2010,21938,0.14363572929042817,3151.08
11/2/2022,Joshua Galloway,Donald Harvey,Chevrolet,Corolla,2014,23004,0.051089001025336214,1175.25
10/22/2022,Mrs. Martha Green,Warren Delgado,Honda,Altima,2018,13373,0.07281517733763836,973.76
6/14/2022,Matthew Gentry,Danielle Holmes,Ford,Altima,2010,19798,0.07010433542089457,1387.93
12/20/2022,Amber Coleman,Matthew Hicks,Honda,Silverado,2021,22269,0.07773204288387953,1731.01
5/21/2022,James Reynolds,Sara Ware,Nissan,Corolla,2012,45240,0.10708459998517458,4844.51
6/9/2022,Kyle Le,Tammy Perez,Honda,F-150,2015,40976,0.05889204675615276,2413.16
6/10/2022,Daniel Hawkins,Stacy Leblanc,Honda,F-150,2020,10936,0.14174856565588367,1550.16
1/15/2023,Joseph Proctor,Robert Rodriguez,Ford,Civic,2013,12509,0.13387802475119207,1674.68
10/8/2022,Daniel Harris,Jon Richardson,Nissan,Civic,2010,32945,0.06949565400690545,2289.53
3/26/2023,Kathryn Rodriguez,Edward Russell,Honda,Corolla,2022,19150,0.09047968921630492,1732.69
8/18/2022,Marilyn Scott,Evelyn May,Toyota,F-150,2021,11597,0.05832044584920448,676.34
1/4/2023,Daniel Campbell,Justin Shelton,Toyota,Altima,2012,19585,0.06632798400958596,1299.03
6/17/2022,Alexis Parks,John Young,Nissan,F-150,2018,32546,0.06430217038367682,2092.78
3/6/2023,Jessica Vasquez,Aaron Parker,Chevrolet,Corolla,2011,15009,0.13548343925371534,2033.47
4/27/2023,David Acosta,Jenna Anderson,Ford,Silverado,2013,42712,0.07371609904631207,3148.56
4/5/2023,Emily Wang,Mary Harris,Honda,F-150,2018,32128,0.0541151956466539,1738.61
8/16/2022,Jeremiah Davis,Eric Fry III,Chevrolet,Corolla,2011,37555,0.1031966853646849,3875.55
8/24/2022,James Mitchell,Jonathan Myers,Ford,Civic,2010,35840,0.07403249290142358,2653.32
1/14/2023,Edward Murphy,Robert Obrien,Ford,F-150,2010,48607,0.07918025350875077,3848.71
3/26/2023,Christopher Mathews,Brandy Colon,Honda,Silverado,2022,18028,0.0787073911277083,1418.94
7/9/2022,Cynthia Dean,Nancy Lee,Ford,Silverado,2015,10898,0.10967112931923972,1195.2
7/26/2022,Robert Jenkins,Rebecca Rodriguez,Chevrolet,Altima,2019,28997,0.10561897601162457,3062.63
10/7/2022,Nicholas Brown,Barry Clark,Honda,Civic,2011,49483,0.11693074633075819,5786.08
4/11/2023,Cassandra Orr,Stacey Hall,Chevrolet,Civic,2022,16093,0.08242576462667318,1326.48
12/26/2022,Mrs. Jill Walter,Charles Martinez,Nissan,Silverado,2022,39783,0.0863281776218563,3434.39
4/23/2023,Ashley Bell,Megan Floyd,Ford,Civic,2021,45591,0.11992946130604189,5467.7
4/28/2023,Aaron Vaughn,Shane Frey,Chevrolet,Corolla,2016,14634,0.14918189659837516,2183.13
4/19/2023,Whitney Long,Jonathan Lee,Nissan,Altima,2012,24602,0.10498421855488681,2582.82
3/27/2023,Andrew Reed,April Chapman,Ford,Altima,2018,49994,0.0820239993832439,4100.71
1/26/2023,Sarah Martin,Nancy Park,Honda,F-150,2018,41535,0.09400145436012822,3904.35
10/7/2022,Kenneth Grant MD,Sara Palmer,Chevrolet,Civic,2011,17125,0.14010099569853995,2399.23
12/28/2022,Gloria Jones,Joseph Wilson,Chevrolet,Silverado,2021,33288,0.0969806193474663,3228.29
3/27/2023,Alexander Evans,Victoria Smith MD,Toyota,Silverado,2016,24151,0.05945920799623389,1436
4/29/2023,Christina Carlson,Heather Bryant,Nissan,Altima,2022,22223,0.08914051597927036,1980.97
10/3/2022,Kathryn Stark,Tyler Shelton,Chevrolet,Silverado,2020,47156,0.13937355291951414,6572.3
9/15/2022,John Summers,Kimberly Stewart,Honda,Civic,2022,32110,0.12575421088955369,4037.97
3/5/2023,Katherine Christian,Daniel Kaufman,Toyota,Corolla,2013,39663,0.08388991829910854,3327.33
11/22/2022,Nicole Short,Sharon Norris,Toyota,F-150,2014,17127,0.05434210815365053,930.72
9/18/2022,Sara Hill,David Nash,Nissan,Corolla,2020,14198,0.058174491106750964,825.96
5/22/2022,Christopher Saunders,Darrell King,Chevrolet,F-150,2013,15209,0.0876247364823238,1332.68
3/27/2023,Susan Pineda,Kelsey Brown,Toyota,Corolla,2020,14605,0.13651241203611908,1993.76
4/2/2023,Theresa Briggs,Jennifer Rollins,Toyota,Silverado,2014,11767,0.12338746192848211,1451.9
6/10/2022,Lindsay Snow,Jenny Blair,Toyota,F-150,2019,48980,0.07955942605258014,3896.82
12/9/2022,Omar Patterson,Jose Hall,Honda,F-150,2018,11863,0.06421858162344707,761.83
8/28/2022,Angel Cross,Jeffery Rollins,Ford,Altima,2011,23866,0.05089718676202065,1214.71
5/10/2022,Lori Middleton,Eric Johnson,Honda,Silverado,2010,41503,0.08123320229264278,3371.42
9/26/2022,Mr. Dalton Webster,Richard Allen,Ford,Corolla,2012,27954,0.12014305856822087,3358.48
6/4/2022,Jessica Williams,Joel Martin,Toyota,Altima,2012,49794,0.11116377303327732,5535.29
7/12/2022,Mark Gould,Zachary Joseph,Nissan,F-150,2012,47113,0.09949398626449213,4687.46
2/14/2023,Susan Bailey,Matthew Walker,Honda,Civic,2018,12343,0.13826585073333747,1706.62
4/18/2023,Mrs. Julie Lara,Chelsea Davis,Ford,Corolla,2018,14615,0.12127516966218237,1772.44
10/2/2022,Denise Elliott,Jessica Dunn,Toyota,Corolla,2018,25134,0.05623026011770149,1413.29
5/21/2022,Jennifer Williams,Joyce Henderson,Ford,Altima,2018,33444,0.11438402044550652,3825.46
9/9/2022,Steven Freeman,Brian Benitez,Chevrolet,Civic,2016,32745,0.12713987540488542,4163.2
10/31/2022,Carrie Martin,Joe Martin,Toyota,Corolla,2011,14102,0.08406791939165428,1185.53
3/17/2023,Shelby Kemp,Megan Bell,Ford,Corolla,2011,48984,0.07189192934815561,3521.55
3/28/2023,Daniel Ruiz,Morgan Mayer,Chevrolet,Civic,2014,37518,0.06562492333643996,2462.12
12/16/2022,Jeanette Richardson,Dawn Henderson,Toyota,F-150,2011,14537,0.12334960979678565,1793.13
2/6/2023,Sarah Ingram,Kathleen Moore,Nissan,Silverado,2017,30959,0.11023776962180003,3412.85
1/7/2023,Mackenzie Smith,Derrick Roberts,Toyota,Corolla,2019,36429,0.07946645374582673,2894.88
12/28/2022,Kathy Bell,Angel Smith,Chevrolet,Altima,2022,13063,0.051047218313200964,666.83
9/13/2022,Andrea Sosa,Kim Miller,Toyota,Silverado,2015,18499,0.05298881318695897,980.24
5/3/2022,Meghan Taylor,Scott Lawrence,Toyota,Silverado,2019,48821,0.07218886321993183,3524.33
6/14/2022,Lindsay Stone,Frank Wise,Chevrolet,F-150,2021,17211,0.11971604771293683,2060.43
6/15/2022,Jeremiah Hayes,Heather Wilson,Toyota,Altima,2011,15180,0.14379982940516906,2182.88
1/15/2023,Adam Sloan,Brian Mckinney,Nissan,Altima,2022,47543,0.11342339674090197,5392.49
4/28/2023,Kyle Gonzales,Erika Smith,Honda,Altima,2016,17556,0.08597560141969741,1509.39
7/23/2022,Leslie Giles MD,Jason Guerrero,Nissan,Corolla,2013,49747,0.07427995410304722,3695.2
10/13/2022,Michelle Davidson,Stacy Cummings,Toyota,Corolla,2010,22075,0.09776696154330769,2158.21
6/21/2022,Jacqueline Moon,Allison Roberts,Ford,F-150,2018,26913,0.12828547596479836,3452.55
12/23/2022,Martin Zamora MD,Shane Perez,Honda,Altima,2016,46608,0.14306576831496393,6668.01
3/25/2023,Adrian Tucker,Kimberly Tyler,Honda,Silverado,2022,46766,0.14120296252288086,6603.5
9/24/2022,Jennifer Moore,Nathan Blair,Ford,F-150,2016,39918,0.1407463451941034,5618.31
9/24/2022,Amy Taylor,Michael Rivera,Nissan,Civic,2012,10263,0.07433287583874658,762.88
1/11/2023,Eric Pierce,Stephanie Martinez,Chevrolet,Corolla,2011,25115,0.13049539677144484,3277.39
9/15/2022,Kimberly Le,Mario Rivera,Nissan,Civic,2020,17046,0.0823704457429806,1404.09
4/24/2023,Randy Bennett,Amy Lee,Ford,Corolla,2019,19707,0.12794999107827643,2521.51
9/23/2022,Brenda Rogers,Jacqueline Meyers,Toyota,F-150,2013,41725,0.08914635530701094,3719.63
4/11/2023,Benjamin Baldwin,Jeremy Smith,Chevrolet,F-150,2013,11462,0.0681238689868156,780.84
5/9/2022,Dr. Amanda Sims MD,Morgan Hoffman,Chevrolet,F-150,2013,13122,0.13093859858024254,1718.18
4/21/2023,Steven Cruz,Melissa Johnson,Honda,Corolla,2017,28945,0.10272395852517899,2973.34
8/26/2022,David Hughes,Kristopher Thomas,Nissan,Corolla,2021,23372,0.13088312348088965,3059
10/2/2022,Jaime Lane,Gabriel Martin,Nissan,Civic,2014,29369,0.14898717723846444,4375.6
5/6/2022,Ashley Duncan,Robert Foster,Chevrolet,Altima,2015,35657,0.1192121803668438,4250.75
9/19/2022,Tara Kirby,Tyler Huang,Chevrolet,Silverado,2021,23257,0.11516487711123322,2678.39
10/1/2022,Andre Newton,Holly Roberts,Ford,Civic,2017,45019,0.06918096093074996,3114.46
4/21/2023,Nancy Middleton,David Sanchez,Toyota,F-150,2017,27591,0.11871441257998902,3275.45
6/15/2022,Gregory Reed,Leslie Sweeney,Ford,Corolla,2022,25171,0.14275601406625554,3593.31
5/25/2022,Jason Hardy,Katherine Holmes,Chevrolet,Altima,2014,36791,0.14857636975605742,5466.27
4/23/2023,Melody Lee,Hailey Walker,Chevrolet,Silverado,2016,49481,0.1307546078462285,6469.87
11/28/2022,Robert Singh,Paige Torres,Toyota,Corolla,2011,32511,0.0558419210895596,1815.48
12/16/2022,Julie Stanley,Diamond Peterson,Ford,Corolla,2018,24321,0.06017658860048972,1463.55
10/27/2022,Lisa Young,James Garcia,Ford,Altima,2011,44679,0.06972747677618718,3115.35
10/17/2022,Joe Daniels,Valerie Dawson,Ford,Civic,2020,38413,0.11835370518858375,4546.32
10/26/2022,Stephen Hayes,Benjamin Clarke,Toyota,F-150,2021,15078,0.10708241624665249,1614.59
3/16/2023,Richard Savage,Deborah King MD,Chevrolet,Altima,2014,40911,0.10335582003553093,4228.39
5/14/2022,Matthew Mcmahon,Brittany Weiss,Nissan,Altima,2011,48892,0.11975389091295104,5855.01
7/17/2022,Corey Norris,Jack Lam,Toyota,Corolla,2022,37813,0.08945914726311925,3382.72
1/27/2023,Tara Boyer,Caitlin Curtis,Chevrolet,Altima,2017,22388,0.09553935342917229,2138.94
5/13/2022,Mrs. Wendy Hartman MD,Mrs. Tara Kelly DDS,Chevrolet,Silverado,2021,15767,0.11205982093790637,1766.85
4/9/2023,Emily Ayala,John Elliott,Nissan,Silverado,2022,12176,0.1252983503796185,1525.63
2/11/2023,Daniel Ellis,Abigail Figueroa,Ford,Corolla,2016,41226,0.11166204897765968,4603.38
7/10/2022,Melanie Armstrong,Lisa Pace,Ford,Altima,2019,14003,0.07022844200877049,983.41
5/4/2022,Tonya Spencer,Mrs. Sheila Soto,Nissan,Silverado,2019,39319,0.10270483549346332,4038.25
1/3/2023,Jamie Gomez,Melissa Smith,Honda,F-150,2018,32883,0.06733984167778702,2214.34
11/26/2022,Jessica Villarreal,Evelyn Jackson,Honda,Civic,2019,22225,0.1215315658982819,2701.04
3/20/2023,Heather Jackson,Michael Smith,Toyota,Silverado,2020,47307,0.13787862222501385,6522.62
9/22/2022,Ronald Orr,Eric Davis,Honda,Altima,2018,49482,0.09732151063246747,4815.66
5/20/2022,Lisa Zimmerman,Thomas Gonzalez,Nissan,F-150,2018,24130,0.08105759553952685,1955.92
3/23/2023,Dr. Matthew Mcmillan,Austin Alexander,Toyota,F-150,2018,31203,0.07628007584167094,2380.17
3/25/2023,Savannah Jimenez,Rose White,Ford,Corolla,2015,43983,0.1182211326278076,5199.72
5/3/2022,Nicole Mccoy,Robert Nelson,Ford,Civic,2014,25498,0.14009120140397208,3572.05
6/28/2022,Keith Knapp,Christine Jones,Ford,Silverado,2018,24054,0.11473064697466452,2759.73
12/28/2022,Jennifer White,Mary Yoder DDS,Honda,Altima,2011,35477,0.1432190816817837,5080.98
6/6/2022,Brittney Ramos,Richard Orr,Nissan,Corolla,2013,32109,0.09281543610576751,2980.21
10/28/2022,Tammy Cole,Joseph Arias,Honda,Silverado,2014,25583,0.13521011325743804,3459.08
3/14/2023,Kayla Cardenas,Daniel Diaz,Nissan,F-150,2016,30391,0.10353920610683329,3146.66
12/20/2022,Justin Gonzales,Adam Leblanc,Nissan,Altima,2011,34785,0.12834294259873735,4464.41
8/8/2022,Erik Bennett,Sabrina Martin,Nissan,F-150,2019,18346,0.14072289930397264,2581.7
11/3/2022,Jerry Moore,Paul Dorsey,Chevrolet,Altima,2015,30501,0.057353152257413324,1749.33
8/20/2022,Thomas Conner,James Ballard,Ford,Civic,2020,23597,0.08728087406787492,2059.57
7/9/2022,John Herring,Angel Cooper,Ford,Altima,2010,34070,0.0591302397308213,2014.57
11/19/2022,Kurt Martinez,James Flores,Ford,Corolla,2021,16588,0.10289285225708755,1706.79
1/16/2023,Tara Bennett,Lisa Wilson,Toyota,Silverado,2020,11697,0.058718758784137765,686.83
5/27/2022,Jared Shepherd,Jessica Morgan,Chevrolet,F-150,2016,47058,0.10571752970344059,4974.86
10/21/2022,Angela Andrews,Kathryn Pearson,Toyota,Corolla,2016,41544,0.11962981962142083,4969.9
1/3/2023,Jeffrey Newton,Kenneth Thompson,Nissan,Civic,2015,42560,0.09306949072946806,3961.04
3/29/2023,Melinda Warren,Timothy Cohen,Toyota,Civic,2013,15518,0.12959075133072606,2010.99
11/7/2022,Brenda Mann,Stephanie Garcia,Toyota,Altima,2022,39051,0.12425419244019707,4852.25
5/7/2022,Brian Soto,Tonya Larson,Ford,Civic,2014,18588,0.13111503449477457,2437.17
10/9/2022,Ryan Richards,Dana Rodriguez,Nissan,Silverado,2016,36709,0.14608489771304967,5362.63
3/9/2023,Robert Edwards,Yolanda Fernandez,Honda,F-150,2013,28669,0.12414572572694574,3559.13
2/28/2023,Matthew Silva,Dwayne Reed,Chevrolet,Corolla,2022,12135,0.13837236809506254,1679.15
1/31/2023,Caroline Wright,Thomas Lynn,Honda,F-150,2014,28405,0.10204779291635169,2898.67
2/26/2023,Jennifer Cobb,Charles Anderson,Ford,Corolla,2016,41525,0.14873359337678105,6176.16
2/11/2023,Thomas Parsons,Richard Clarke,Toyota,Civic,2020,39988,0.058843972001953515,2353.05
9/22/2022,Linda Nixon,Brittney Baker,Honda,Corolla,2019,37413,0.057666801180223805,2157.49
8/22/2022,Robert Johnson,Ryan Clark,Toyota,Altima,2016,17326,0.1285650917827223,2227.52
5/17/2022,Lindsay Landry,Trevor Sandoval,Chevrolet,Altima,2018,40406,0.13855928952827512,5598.63
6/21/2022,David Sullivan,Steven Pope,Toyota,Altima,2013,40593,0.07619155043395043,3092.84
7/31/2022,Heather Gentry,Jeffery Wheeler,Toyota,Silverado,2013,12339,0.0697339513681037,860.45
11/17/2022,Charlotte Price,Judith Hendrix,Nissan,Civic,2018,11639,0.1250921488351497,1455.95
10/20/2022,Crystal Shah,Lindsay Holmes,Honda,Altima,2014,27495,0.09462350549935343,2601.67
3/24/2023,Joseph Kane,Michael Harmon,Nissan,Civic,2018,45085,0.1150501423729396,5187.04
2/20/2023,Jane Stein,Christine Miller,Ford,Civic,2019,25045,0.10792511993942494,2702.98
6/16/2022,Corey White,Marie Jackson,Chevrolet,Corolla,2019,10126,0.07369094043754834,746.19
9/28/2022,Samuel Sellers,Taylor Ellison,Toyota,Altima,2014,17377,0.14570711601894182,2531.95
4/21/2023,Alex Lucas,Andrew White,Chevrolet,Corolla,2016,19266,0.08559286039267813,1649.03
12/6/2022,Lisa West,Barbara Conner,Ford,Civic,2020,46314,0.1385196866078729,6415.4
7/1/2022,Monica Gonzalez,Lisa Herman,Honda,Civic,2015,24857,0.055194929842126796,1371.98
9/28/2022,William Mitchell,Shannon Ramsey,Nissan,Altima,2012,39149,0.07222809185520167,2827.66
12/20/2022,Tyler Black,Kathleen Jarvis,Ford,Corolla,2022,32336,0.14173129018309394,4583.02
10/26/2022,Cynthia Lopez,Jessica Henderson,Honda,Civic,2020,36325,0.1442918907108798,5241.4
6/10/2022,Jason Blair,Kristy Davidson,Ford,Corolla,2019,47590,0.0953210552172219,4536.33
12/19/2022,Holly Brooks,Christina Harris,Nissan,Corolla,2021,47533,0.14547733605591096,6914.97
3/2/2023,Jean Murray,Wanda Sanders,Honda,Civic,2018,46399,0.10712409742233259,4970.45
6/8/2022,David Pierce,Pam Olsen,Chevrolet,Corolla,2016,38889,0.07819867537699753,3041.07
6/18/2022,Michael Fletcher,Michael Murphy,Honda,Civic,2015,13652,0.07480531365271569,1021.24
4/15/2023,Robert Mcdonald,Jacob Hernandez,Chevrolet,Civic,2018,48833,0.11472775189901528,5602.5
11/15/2022,Timothy Hooper PhD,Matthew Williams,Chevrolet,Silverado,2020,34110,0.08577750734326098,2925.87
3/23/2023,Amanda Berry,Eric Martinez,Chevrolet,Silverado,2019,19032,0.07903545121638747,1504.2
4/5/2023,Tiffany Taylor,David Osborn,Ford,Civic,2012,11910,0.06450320465072762,768.23
3/21/2023,Jennifer Ware,Sandra Evans,Nissan,Civic,2021,14002,0.10011887979590166,1401.86
4/15/2023,Susan Barrett,Robert Phelps,Toyota,Altima,2022,44184,0.08617787992113465,3807.68
8/14/2022,Linda Wilson,Bobby Keith,Honda,F-150,2011,13535,0.07872775616920955,1065.58
11/21/2022,Jessica Thompson,Cynthia Reed,Ford,F-150,2012,33658,0.05266387276884558,1772.56
6/4/2022,Courtney Wright,Nathan Brooks,Toyota,F-150,2021,37734,0.12735080499449028,4805.46
9/14/2022,Amy Camacho,Michael Lopez,Toyota,Civic,2013,24922,0.13097918490322155,3264.26
12/20/2022,Jeanne Fowler,Kayla Hill,Nissan,Altima,2011,17827,0.11956037016965458,2131.4
9/13/2022,Travis Mcintyre,Joseph Gonzales,Nissan,Corolla,2020,17146,0.09794592601064125,1679.38
